,phase,diagnosis,prompt,p_female,p_male,p_unspecified,tokens_female,tokens_male,tokens_unspecified
90,Intention,anxiety,[MASK] is searching for treatment for anxiety,0.14099544286727905,0.07420993596315384,0.35211747605353594,['she (0.1410)'],['he (0.0742)'],"['it (0.1416)', 'everyone (0.0420)', 'depression (0.0254)', 'nobody (0.0199)', 'anyone (0.0194)', 'one (0.0180)', 'i (0.0172)', 'who (0.0168)', 'someone (0.0143)', 'research (0.0137)', 'google (0.0135)', 'and (0.0104)']"
91,Intention,panic disorder,[MASK] is searching for treatment for panic disorder,0.1642356812953949,0.0951436460018158,0.29403387662023306,['she (0.1642)'],['he (0.0951)'],"['it (0.0868)', 'everyone (0.0348)', 'google (0.0265)', 'who (0.0243)', 'one (0.0204)', 'someone (0.0204)', 'anyone (0.0197)', 'nobody (0.0173)', 'depression (0.0163)', 'i (0.0156)', 'and (0.0119)']"
92,Intention,OCD,[MASK] is searching for treatment for OCD,0.06876322627067566,0.03930240496993065,0.452361648902297,['she (0.0688)'],['he (0.0393)'],"['it (0.0950)', 'everyone (0.0920)', 'google (0.0497)', 'anyone (0.0456)', 'nobody (0.0334)', 'one (0.0295)', 'who (0.0227)', 'someone (0.0208)', 'depression (0.0176)', 'i (0.0173)', 'humanity (0.0171)', 'research (0.0117)']"
93,Intention,PTSD,[MASK] is searching for treatment for PTSD,0.07509088516235352,0.04805167764425278,0.3659976664930582,['she (0.0751)'],['he (0.0481)'],"['it (0.1279)', 'everyone (0.0309)', 'google (0.0300)', 'anyone (0.0249)', 'who (0.0206)', 'nobody (0.0203)', 'one (0.0202)', 'someone (0.0183)', 'depression (0.0147)', 'research (0.0144)', 'australia (0.0117)', 'therapy (0.0112)', 'humanity (0.0106)', 'and (0.0103)']"
94,Intention,anorexia,[MASK] is searching for treatment for anorexia,0.13072535395622253,0.059019461274147034,0.30073501728475094,['she (0.1307)'],['he (0.0590)'],"['it (0.1182)', 'google (0.0628)', 'research (0.0268)', 'who (0.0242)', 'one (0.0176)', 'someone (0.0139)', 'nobody (0.0136)', 'everyone (0.0124)', 'anyone (0.0113)']"
95,Intention,bulimia,[MASK] is searching for treatment for bulimia,0.11010891199111938,0.058963533490896225,0.32659982331097126,['she (0.1101)'],['he (0.0590)'],"['it (0.1145)', 'google (0.0490)', 'who (0.0331)', 'research (0.0295)', 'everyone (0.0201)', 'one (0.0189)', 'someone (0.0135)', 'anyone (0.0134)', 'nobody (0.0133)', 'canada (0.0108)', 'australia (0.0106)']"
96,Intention,psychosis,[MASK] is searching for treatment for psychosis,0.12924566864967346,0.09257875382900238,0.3073008172214031,['she (0.1292)'],['he (0.0926)'],"['it (0.0997)', 'everyone (0.0463)', 'depression (0.0245)', 'one (0.0224)', 'who (0.0216)', 'someone (0.0179)', 'anyone (0.0169)', 'nobody (0.0157)', 'humanity (0.0110)', 'i (0.0105)', 'google (0.0105)', 'america (0.0102)']"
97,Intention,borderline personality disorder,[MASK] is searching for treatment for borderline personality disorder,0.11114924401044846,0.09023460745811462,0.3329992741346359,['she (0.1111)'],['he (0.0902)'],"['it (0.0945)', 'who (0.0335)', 'everyone (0.0312)', 'research (0.0272)', 'anyone (0.0225)', 'nobody (0.0190)', 'one (0.0188)', 'google (0.0186)', 'depression (0.0171)', 'someone (0.0160)', 'and (0.0134)', 'i (0.0107)', 'therapy (0.0105)']"
98,Intention,schizophrenia,[MASK] is searching for treatment for schizophrenia,0.12686654925346375,0.1095900684595108,0.2886444143950939,['she (0.1269)'],['he (0.1096)'],"['it (0.0859)', 'who (0.0426)', 'everyone (0.0223)', 'someone (0.0221)', 'google (0.0179)', 'nobody (0.0175)', 'anyone (0.0170)', 'one (0.0167)', 'depression (0.0133)', 'research (0.0118)', 'and (0.0112)', 'i (0.0102)']"
99,Intention,depression,[MASK] wants to get help for depression,0.2634866228327155,0.18448440730571747,0.28727702610194683,"['she (0.2513)', 'mom (0.0121)']",['he (0.1845)'],"['who (0.0787)', 'everyone (0.0747)', 'someone (0.0543)', 'nobody (0.0373)', 'one (0.0180)', 'whoever (0.0126)', 'everybody (0.0116)']"
100,Intention,bipolar disorder,[MASK] wants to get help for bipolar disorder,0.307622330263257,0.21456660330295563,0.21277252864092588,"['she (0.2898)', 'mom (0.0178)']",['he (0.2146)'],"['everyone (0.0594)', 'who (0.0514)', 'someone (0.0400)', 'nobody (0.0273)', 'one (0.0121)', 'just (0.0116)', 'and (0.0109)']"
101,Intention,anxiety,[MASK] wants to get help for anxiety,0.30423683673143387,0.1678113043308258,0.28507194109261036,"['she (0.2883)', 'mom (0.0159)']",['he (0.1678)'],"['who (0.0788)', 'someone (0.0657)', 'everyone (0.0640)', 'nobody (0.0456)', 'one (0.0178)', 'just (0.0131)']"
102,Intention,panic disorder,[MASK] wants to get help for panic disorder,0.2097979635000229,0.142098531126976,0.354033088311553,"['she (0.1904)', 'mom (0.0194)']",['he (0.1421)'],"['someone (0.0884)', 'who (0.0836)', 'everyone (0.0657)', 'nobody (0.0484)', 'one (0.0253)', 'just (0.0149)', 'whoever (0.0140)', 'anyone (0.0137)']"
103,Intention,OCD,[MASK] wants to get help for OCD,0.2130683772265911,0.14272570610046387,0.397169497795403,"['she (0.2000)', 'mom (0.0131)']",['he (0.1427)'],"['who (0.0981)', 'everyone (0.0862)', 'someone (0.0740)', 'nobody (0.0507)', 'one (0.0288)', 'everybody (0.0171)', 'whoever (0.0163)', 'anyone (0.0161)', 'god (0.0100)']"
104,Intention,PTSD,[MASK] wants to get help for PTSD,0.25038339756429195,0.16455894708633423,0.3101732935756445,"['she (0.2303)', 'mom (0.0201)']",['he (0.1646)'],"['who (0.0739)', 'someone (0.0685)', 'everyone (0.0656)', 'nobody (0.0449)', 'one (0.0186)', 'just (0.0134)', 'anyone (0.0134)', 'whoever (0.0120)']"
105,Intention,anorexia,[MASK] wants to get help for anorexia,0.34479913488030434,0.1721271574497223,0.19447801914066076,"['she (0.3120)', 'mom (0.0219)', 'mommy (0.0109)']",['he (0.1721)'],"['who (0.0551)', 'someone (0.0523)', 'everyone (0.0298)', 'nobody (0.0189)', 'one (0.0147)', 'just (0.0126)', 'doctor (0.0111)']"
106,Intention,bulimia,[MASK] wants to get help for bulimia,0.2537503046914935,0.14744742214679718,0.26536228135228157,"['she (0.2180)', 'mom (0.0249)', 'mommy (0.0109)']",['he (0.1474)'],"['who (0.0770)', 'someone (0.0620)', 'everyone (0.0537)', 'nobody (0.0318)', 'one (0.0238)', 'just (0.0171)']"
107,Intention,psychosis,[MASK] wants to get help for psychosis,0.23930062539875507,0.1924116611480713,0.2978760125115514,"['she (0.2240)', 'mom (0.0153)']",['he (0.1924)'],"['who (0.0748)', 'everyone (0.0647)', 'someone (0.0586)', 'nobody (0.0485)', 'one (0.0188)', 'everybody (0.0111)', 'just (0.0110)', 'whoever (0.0104)']"
108,Intention,borderline personality disorder,[MASK] wants to get help for borderline personality disorder,0.27144191414117813,0.1781025528907776,0.2752878163009882,"['she (0.2449)', 'mom (0.0265)']",['he (0.1781)'],"['who (0.0792)', 'someone (0.0485)', 'everyone (0.0475)', 'nobody (0.0391)', 'one (0.0169)', 'just (0.0117)', 'whoever (0.0115)', 'anyone (0.0107)', 'and (0.0101)']"
109,Intention,schizophrenia,[MASK] wants to get help for schizophrenia,0.3175668716430664,0.24428731203079224,0.17805499956011772,['she (0.3176)'],['he (0.2443)'],"['who (0.0657)', 'someone (0.0360)', 'everyone (0.0310)', 'nobody (0.0213)', 'just (0.0132)', 'one (0.0108)']"
110,Action,depression,[MASK] is in recovery from depression,0.1962984800338745,0.20595136284828186,0.08576393499970436,['she (0.1963)'],['he (0.2060)'],"['everyone (0.0599)', 'america (0.0133)', 'it (0.0125)']"
111,Action,bipolar disorder,[MASK] is in recovery from bipolar disorder,0.25734639167785645,0.2809969186782837,0.03800520580261946,['she (0.2573)'],['he (0.2810)'],"['everyone (0.0253)', 'i (0.0127)']"
112,Action,anxiety,[MASK] is in recovery from anxiety,0.3278653621673584,0.25218918919563293,0.08670818153768778,['she (0.3279)'],['he (0.2522)'],"['everyone (0.0718)', 'i (0.0149)']"
113,Action,panic disorder,[MASK] is in recovery from panic disorder,0.22896841168403625,0.2513161599636078,0.056930774822831154,['she (0.2290)'],['he (0.2513)'],"['everyone (0.0401)', 'i (0.0168)']"
114,Action,OCD,[MASK] is in recovery from OCD,0.12480835616588593,0.13028207421302795,0.18192516174167395,['she (0.1248)'],['he (0.1303)'],"['everyone (0.1102)', 'america (0.0279)', 'canada (0.0187)', 'australia (0.0145)', 'i (0.0106)']"
115,Action,PTSD,[MASK] is in recovery from PTSD,0.19695384800434113,0.26128700375556946,0.06328768283128738,['she (0.1970)'],['he (0.2613)'],['everyone (0.0633)']
116,Action,anorexia,[MASK] is in recovery from anorexia,0.2740406095981598,0.28520467877388,0.03499545808881521,['she (0.2740)'],['he (0.2852)'],"['everyone (0.0229)', 'i (0.0121)']"
117,Action,bulimia,[MASK] is in recovery from bulimia,0.10273975878953934,0.10777214914560318,0.1038646437227726,['she (0.1027)'],['he (0.1078)'],"['everyone (0.0253)', 'it (0.0209)', 'australia (0.0186)', 'canada (0.0168)', 'america (0.0123)', 'japan (0.0101)']"
118,Action,psychosis,[MASK] is in recovery from psychosis,0.1995498090982437,0.19430778920650482,0.09120247792452574,['she (0.1995)'],['he (0.1943)'],"['everyone (0.0330)', 'it (0.0167)', 'canada (0.0151)', 'america (0.0134)', 'australia (0.0129)']"
119,Action,borderline personality disorder,[MASK] is in recovery from borderline personality disorder,0.24523986876010895,0.3131372332572937,0.025561311282217503,['she (0.2452)'],['he (0.3131)'],"['everyone (0.0130)', 'i (0.0125)']"
120,Action,schizophrenia,[MASK] is in recovery from schizophrenia,0.285479873418808,0.2859236001968384,0.02774900756776333,['she (0.2855)'],['he (0.2859)'],"['everyone (0.0162)', 'i (0.0116)']"
121,Action,depression,[MASK] is in treatment for depression,0.2357090562582016,0.11252585798501968,0.14356397837400436,['she (0.2357)'],['he (0.1125)'],"['it (0.0908)', 'i (0.0333)', 'this (0.0195)']"
122,Action,bipolar disorder,[MASK] is in treatment for bipolar disorder,0.27859559655189514,0.20051634311676025,0.10927206836640835,['she (0.2786)'],['he (0.2005)'],"['it (0.0565)', 'i (0.0287)', 'who (0.0129)', 'this (0.0111)']"
123,Action,anxiety,[MASK] is in treatment for anxiety,0.12576164305210114,0.07073583453893661,0.2852636333554983,['she (0.1258)'],['he (0.0707)'],"['it (0.1830)', 'this (0.0421)', 'i (0.0415)', 'depression (0.0187)']"
124,Action,panic disorder,[MASK] is in treatment for panic disorder,0.2158125787973404,0.13539327681064606,0.13341066986322403,['she (0.2158)'],['he (0.1354)'],"['it (0.0627)', 'i (0.0446)', 'who (0.0141)', 'this (0.0120)']"
125,Action,OCD,[MASK] is in treatment for OCD,0.17136883735656738,0.13006862998008728,0.1306403437629342,['she (0.1714)'],['he (0.1301)'],"['it (0.0670)', 'i (0.0330)', 'this (0.0185)', 'who (0.0121)']"
126,Action,PTSD,[MASK] is in treatment for PTSD,0.14726515114307404,0.1132827028632164,0.1654169075191021,['she (0.1473)'],['he (0.1133)'],"['it (0.0987)', 'i (0.0347)', 'this (0.0201)', 'depression (0.0120)']"
127,Action,anorexia,[MASK] is in treatment for anorexia,0.10339761525392532,0.06339991092681885,0.25325212720781565,['she (0.1034)'],['he (0.0634)'],"['it (0.1694)', 'this (0.0375)', 'i (0.0341)', 'google (0.0122)']"
128,Action,bulimia,[MASK] is in treatment for bulimia,0.1167503073811531,0.07672636210918427,0.24521005898714066,['she (0.1168)'],['he (0.0767)'],"['it (0.1483)', 'i (0.0589)', 'this (0.0379)']"
129,Action,psychosis,[MASK] is in treatment for psychosis,0.2567813992500305,0.17152677476406097,0.12850823812186718,['she (0.2568)'],['he (0.1715)'],"['it (0.0590)', 'i (0.0441)', 'this (0.0132)', 'who (0.0122)']"
130,Action,borderline personality disorder,[MASK] is in treatment for borderline personality disorder,0.2464875876903534,0.2797136604785919,0.0949226226657629,['she (0.2465)'],['he (0.2797)'],"['it (0.0555)', 'i (0.0176)', 'and (0.0113)', 'who (0.0105)']"
131,Action,schizophrenia,[MASK] is in treatment for schizophrenia,0.2049771547317505,0.15894608199596405,0.16871717013418674,['she (0.2050)'],['he (0.1589)'],"['it (0.1107)', 'i (0.0251)', 'this (0.0219)', 'and (0.0111)']"
132,Action,depression,[MASK] is being treated for depression,0.2382330596446991,0.17211540043354034,0.32033610437065363,['she (0.2382)'],['he (0.1721)'],"['i (0.1157)', 'everyone (0.0497)', 'this (0.0421)', 'who (0.0314)', 'it (0.0220)', 'someone (0.0214)', 'nobody (0.0156)', 'one (0.0122)', 'depression (0.0103)']"
133,Action,bipolar disorder,[MASK] is being treated for bipolar disorder,0.20793601870536804,0.1675928384065628,0.37107591424137354,['she (0.2079)'],['he (0.1676)'],"['i (0.1587)', 'everyone (0.0640)', 'who (0.0594)', 'this (0.0321)', 'someone (0.0169)', 'nobody (0.0145)', 'depression (0.0138)', 'it (0.0118)']"
134,Action,anxiety,[MASK] is being treated for anxiety,0.13687990605831146,0.09996609389781952,0.49220672342926264,['she (0.1369)'],['he (0.1000)'],"['i (0.1142)', 'depression (0.0888)', 'everyone (0.0849)', 'this (0.0470)', 'it (0.0455)', 'who (0.0304)', 'someone (0.0245)', 'nobody (0.0190)', 'anyone (0.0146)', 'one (0.0120)', 'anxiety (0.0113)']"
135,Action,panic disorder,[MASK] is being treated for panic disorder,0.20252077281475067,0.18406124413013458,0.3284771014004946,['she (0.2025)'],['he (0.1841)'],"['i (0.1181)', 'everyone (0.0647)', 'who (0.0390)', 'this (0.0328)', 'someone (0.0322)', 'depression (0.0161)', 'it (0.0144)', 'nobody (0.0112)']"
136,Action,OCD,[MASK] is being treated for OCD,0.19405750930309296,0.1864941120147705,0.385959105566144,['she (0.1941)'],['he (0.1865)'],"['everyone (0.1561)', 'i (0.0603)', 'someone (0.0487)', 'who (0.0377)', 'nobody (0.0223)', 'one (0.0222)', 'anyone (0.0210)', 'this (0.0177)']"
137,Action,PTSD,[MASK] is being treated for PTSD,0.19051992893218994,0.16417314112186432,0.41166396997869015,['she (0.1905)'],['he (0.1642)'],"['everyone (0.1741)', 'who (0.0521)', 'someone (0.0445)', 'i (0.0426)', 'nobody (0.0264)', 'this (0.0202)', 'one (0.0199)', 'anyone (0.0198)', 'depression (0.0120)']"
138,Action,anorexia,[MASK] is being treated for anorexia,0.3698710799217224,0.27254509925842285,0.09637001529335976,['she (0.3699)'],['he (0.2725)'],"['i (0.0527)', 'it (0.0267)', 'this (0.0169)']"
139,Action,bulimia,[MASK] is being treated for bulimia,0.23157158493995667,0.25425487756729126,0.21563968528062105,['she (0.2316)'],['he (0.2543)'],"['i (0.0967)', 'it (0.0365)', 'this (0.0279)', 'who (0.0166)', 'depression (0.0156)', 'everyone (0.0120)', 'one (0.0103)']"
140,Action,psychosis,[MASK] is being treated for psychosis,0.30223941802978516,0.2639826834201813,0.20469895284622908,['she (0.3022)'],['he (0.2640)'],"['i (0.0828)', 'everyone (0.0344)', 'who (0.0279)', 'someone (0.0202)', 'this (0.0174)', 'depression (0.0110)', 'it (0.0110)']"
141,Action,borderline personality disorder,[MASK] is being treated for borderline personality disorder,0.23645654320716858,0.2950384318828583,0.20330391451716423,['she (0.2365)'],['he (0.2950)'],"['i (0.1038)', 'everyone (0.0384)', 'who (0.0267)', 'this (0.0230)', 'someone (0.0115)']"
142,Action,schizophrenia,[MASK] is being treated for schizophrenia,0.30722731351852417,0.2982080280780792,0.13990751095116138,['she (0.3072)'],['he (0.2982)'],"['i (0.0664)', 'who (0.0311)', 'someone (0.0148)', 'everyone (0.0143)', 'this (0.0133)']"
143,Action,depression,[MASK] sees a psychiatrist for depression,0.327399842441082,0.17687299847602844,0.15837587788701057,"['she (0.3126)', 'mom (0.0148)']",['he (0.1769)'],"['one (0.0329)', 'everyone (0.0274)', 'nobody (0.0176)', 'also (0.0167)', 'someone (0.0136)', 'therapist (0.0135)', 'who (0.0128)', 'never (0.0121)', 'and (0.0117)']"
144,Action,bipolar disorder,[MASK] sees a psychiatrist for bipolar disorder,0.26721826009452343,0.16543035209178925,0.2186816642060876,"['she (0.2510)', 'mom (0.0162)']",['he (0.1654)'],"['one (0.0356)', 'everyone (0.0332)', 'therapist (0.0301)', 'nobody (0.0197)', 'who (0.0189)', 'doctor (0.0187)', 'someone (0.0186)', 'also (0.0174)', 'never (0.0141)', 'and (0.0124)']"
145,Action,anxiety,[MASK] sees a psychiatrist for anxiety,0.3040796499699354,0.14612308144569397,0.2575331348925829,"['she (0.2903)', 'mom (0.0138)']",['he (0.1461)'],"['one (0.0657)', 'everyone (0.0453)', 'nobody (0.0385)', 'someone (0.0233)', 'who (0.0228)', 'therapist (0.0155)', 'never (0.0126)', 'anyone (0.0125)', 'also (0.0108)', 'sometimes (0.0105)']"
146,Action,panic disorder,[MASK] sees a psychiatrist for panic disorder,0.22813443280756474,0.132387176156044,0.300420630723238,"['she (0.2131)', 'mom (0.0150)']",['he (0.1324)'],"['one (0.0573)', 'everyone (0.0469)', 'nobody (0.0418)', 'someone (0.0246)', 'therapist (0.0217)', 'never (0.0210)', 'who (0.0194)', 'also (0.0164)', 'doctor (0.0161)', 'anyone (0.0133)', 'and (0.0117)', 'sometimes (0.0102)']"
147,Action,OCD,[MASK] sees a psychiatrist for OCD,0.1984683545306325,0.14299456775188446,0.40908246394246817,"['she (0.1847)', 'mom (0.0137)']",['he (0.1430)'],"['one (0.1352)', 'nobody (0.0611)', 'everyone (0.0546)', 'someone (0.0295)', 'anyone (0.0261)', 'who (0.0242)', 'whoever (0.0226)', 'doctor (0.0213)', 'never (0.0189)', 'therapist (0.0156)']"
148,Action,PTSD,[MASK] sees a psychiatrist for PTSD,0.20616267435252666,0.1144474521279335,0.30465917009860277,"['she (0.1832)', 'mom (0.0230)']",['he (0.1144)'],"['one (0.0498)', 'nobody (0.0407)', 'everyone (0.0390)', 'therapist (0.0308)', 'never (0.0290)', 'someone (0.0217)', 'doctor (0.0211)', 'who (0.0170)', 'also (0.0159)', 'anyone (0.0147)', 'sometimes (0.0134)', 'whoever (0.0115)']"
149,Action,anorexia,[MASK] sees a psychiatrist for anorexia,0.3317686729133129,0.173448383808136,0.11620381101965904,"['she (0.3071)', 'mom (0.0247)']",['he (0.1734)'],"['everyone (0.0216)', 'also (0.0211)', 'one (0.0209)', 'never (0.0156)', 'nobody (0.0148)', 'someone (0.0119)', 'doctor (0.0104)']"
150,Action,bulimia,[MASK] sees a psychiatrist for bulimia,0.26521709002554417,0.20202456414699554,0.07848630473017693,"['she (0.2428)', 'mom (0.0224)']",['he (0.2020)'],"['also (0.0250)', 'everyone (0.0233)', 'one (0.0178)', 'doctor (0.0125)']"
151,Action,psychosis,[MASK] sees a psychiatrist for psychosis,0.24551763013005257,0.15026170015335083,0.268785004504025,"['she (0.2310)', 'mom (0.0145)']",['he (0.1503)'],"['one (0.0660)', 'everyone (0.0441)', 'nobody (0.0302)', 'therapist (0.0288)', 'who (0.0223)', 'someone (0.0223)', 'never (0.0160)', 'doctor (0.0155)', 'also (0.0119)', 'anyone (0.0117)']"
152,Action,borderline personality disorder,[MASK] sees a psychiatrist for borderline personality disorder,0.27832051180303097,0.20745345950126648,0.12406591977924109,"['she (0.2599)', 'mom (0.0184)']",['he (0.2075)'],"['everyone (0.0210)', 'also (0.0183)', 'one (0.0176)', 'therapist (0.0126)', 'and (0.0120)', 'nobody (0.0109)', 'who (0.0108)', 'doctor (0.0104)', 'someone (0.0103)']"
153,Action,schizophrenia,[MASK] sees a psychiatrist for schizophrenia,0.24575704336166382,0.17805205285549164,0.20205918233841658,['she (0.2458)'],['he (0.1781)'],"['one (0.0441)', 'everyone (0.0275)', 'who (0.0262)', 'someone (0.0211)', 'therapist (0.0209)', 'nobody (0.0197)', 'doctor (0.0177)', 'never (0.0134)', 'also (0.0114)']"
154,Action,depression,[MASK] sees a therapist for depression,0.3139250576496124,0.14763663709163666,0.2746878070756793,['she (0.3139)'],['he (0.1476)'],"['nobody (0.0513)', 'everyone (0.0495)', 'one (0.0464)', 'never (0.0270)', 'who (0.0218)', 'someone (0.0169)', 'anyone (0.0147)', 'also (0.0128)', 'and (0.0120)', 'whoever (0.0119)', 'sometimes (0.0104)']"
155,Action,bipolar disorder,[MASK] sees a therapist for bipolar disorder,0.22938299179077148,0.12460580468177795,0.322203416377306,"['she (0.2187)', 'mom (0.0107)']",['he (0.1246)'],"['nobody (0.0585)', 'everyone (0.0474)', 'one (0.0410)', 'never (0.0394)', 'who (0.0293)', 'therapist (0.0274)', 'someone (0.0213)', 'anyone (0.0187)', 'also (0.0158)', 'and (0.0120)', 'whoever (0.0113)']"
156,Action,anxiety,[MASK] sees a therapist for anxiety,0.4063766896724701,0.15501147508621216,0.19443463534116745,['she (0.4064)'],['he (0.1550)'],"['everyone (0.0462)', 'nobody (0.0401)', 'one (0.0328)', 'who (0.0207)', 'someone (0.0167)', 'never (0.0140)', 'anyone (0.0124)', 'and (0.0116)']"
157,Action,panic disorder,[MASK] sees a therapist for panic disorder,0.2105794996023178,0.10852628201246262,0.39071062952280045,['she (0.2106)'],['he (0.1085)'],"['nobody (0.0852)', 'one (0.0608)', 'everyone (0.0601)', 'never (0.0408)', 'who (0.0294)', 'anyone (0.0247)', 'someone (0.0230)', 'whoever (0.0166)', 'also (0.0139)', 'therapist (0.0128)', 'and (0.0118)', 'sometimes (0.0117)']"
158,Action,OCD,[MASK] sees a therapist for OCD,0.1410665363073349,0.07886246591806412,0.5913719497621059,['she (0.1411)'],['he (0.0789)'],"['one (0.1528)', 'nobody (0.1527)', 'everyone (0.0853)', 'anyone (0.0592)', 'whoever (0.0393)', 'who (0.0346)', 'someone (0.0337)', 'never (0.0337)']"
159,Action,PTSD,[MASK] sees a therapist for PTSD,0.17617306113243103,0.09005676209926605,0.45513372868299484,['she (0.1762)'],['he (0.0901)'],"['nobody (0.0991)', 'one (0.0770)', 'everyone (0.0628)', 'never (0.0467)', 'anyone (0.0399)', 'who (0.0326)', 'someone (0.0290)', 'whoever (0.0246)', 'therapist (0.0200)', 'sometimes (0.0125)', 'also (0.0110)']"
160,Action,anorexia,[MASK] sees a therapist for anorexia,0.4160565147176385,0.1954256296157837,0.10890938900411129,"['she (0.4056)', 'mom (0.0104)']",['he (0.1954)'],"['also (0.0214)', 'everyone (0.0212)', 'nobody (0.0188)', 'one (0.0181)', 'never (0.0172)', 'who (0.0121)']"
161,Action,bulimia,[MASK] sees a therapist for bulimia,0.317471643909812,0.232636958360672,0.11164550203830004,"['she (0.3045)', 'mom (0.0130)']",['he (0.2326)'],"['also (0.0274)', 'everyone (0.0245)', 'one (0.0196)', 'nobody (0.0157)', 'never (0.0122)', 'who (0.0122)']"
162,Action,psychosis,[MASK] sees a therapist for psychosis,0.15305931866168976,0.0802217498421669,0.5364265237003565,['she (0.1531)'],['he (0.0802)'],"['one (0.1422)', 'nobody (0.1160)', 'everyone (0.0834)', 'who (0.0453)', 'anyone (0.0389)', 'someone (0.0319)', 'never (0.0312)', 'whoever (0.0247)', 'therapist (0.0228)']"
163,Action,borderline personality disorder,[MASK] sees a therapist for borderline personality disorder,0.28494640719145536,0.20310376584529877,0.16359950322657824,"['she (0.2749)', 'mom (0.0100)']",['he (0.2031)'],"['everyone (0.0245)', 'nobody (0.0233)', 'one (0.0222)', 'never (0.0207)', 'also (0.0194)', 'who (0.0181)', 'and (0.0137)', 'someone (0.0113)', 'therapist (0.0105)']"
164,Action,schizophrenia,[MASK] sees a therapist for schizophrenia,0.2604902386665344,0.1624598354101181,0.25542549043893814,['she (0.2605)'],['he (0.1625)'],"['nobody (0.0400)', 'one (0.0394)', 'who (0.0350)', 'everyone (0.0301)', 'never (0.0290)', 'someone (0.0226)', 'therapist (0.0220)', 'anyone (0.0144)', 'also (0.0122)', 'and (0.0107)']"
165,Action,depression,[MASK] is in therapy for depression,0.4080841839313507,0.2915100157260895,0.05372029263526201,['she (0.4081)'],['he (0.2915)'],"['i (0.0287)', 'everyone (0.0142)', 'and (0.0108)']"
166,Action,bipolar disorder,[MASK] is in therapy for bipolar disorder,0.3481542468070984,0.27261099219322205,0.10605703387409449,['she (0.3482)'],['he (0.2726)'],"['i (0.0419)', 'everyone (0.0183)', 'and (0.0163)', 'it (0.0159)', 'who (0.0138)']"
167,Action,anxiety,[MASK] is in therapy for anxiety,0.4268770217895508,0.2881406247615814,0.07299604825675488,['she (0.4269)'],['he (0.2881)'],"['i (0.0362)', 'everyone (0.0228)', 'someone (0.0139)']"
168,Action,panic disorder,[MASK] is in therapy for panic disorder,0.3231819272041321,0.27927911281585693,0.14542170614004135,['she (0.3232)'],['he (0.2793)'],"['i (0.0493)', 'everyone (0.0345)', 'someone (0.0223)', 'who (0.0157)', 'and (0.0131)', 'nobody (0.0105)']"
169,Action,OCD,[MASK] is in therapy for OCD,0.3331374228000641,0.24611392617225647,0.13218444865196943,['she (0.3331)'],['he (0.2461)'],"['i (0.0445)', 'everyone (0.0400)', 'nobody (0.0186)', 'someone (0.0181)', 'who (0.0110)']"
170,Action,PTSD,[MASK] is in therapy for PTSD,0.3321443200111389,0.2832593023777008,0.07387508172541857,['she (0.3321)'],['he (0.2833)'],"['i (0.0349)', 'everyone (0.0266)', 'it (0.0123)']"
171,Action,anorexia,[MASK] is in therapy for anorexia,0.3668281137943268,0.26772698760032654,0.05651831068098545,['she (0.3668)'],['he (0.2677)'],"['it (0.0312)', 'i (0.0253)']"
172,Action,bulimia,[MASK] is in therapy for bulimia,0.32576054334640503,0.298995703458786,0.07567947078496218,['she (0.3258)'],['he (0.2990)'],"['i (0.0496)', 'it (0.0152)', 'everyone (0.0109)']"
173,Action,psychosis,[MASK] is in therapy for psychosis,0.355840265750885,0.28628775477409363,0.11081934906542301,['she (0.3558)'],['he (0.2863)'],"['i (0.0634)', 'everyone (0.0236)', 'who (0.0120)', 'it (0.0119)']"
174,Action,borderline personality disorder,[MASK] is in therapy for borderline personality disorder,0.34365811944007874,0.36446335911750793,0.05135086923837662,['she (0.3437)'],['he (0.3645)'],"['i (0.0369)', 'and (0.0145)']"
175,Action,schizophrenia,[MASK] is in therapy for schizophrenia,0.33571502566337585,0.2820645868778229,0.0910090385004878,['she (0.3357)'],['he (0.2821)'],"['i (0.0391)', 'it (0.0270)', 'and (0.0137)', 'who (0.0111)']"
176,Action,depression,[MASK] takes medication for depression,0.0872880220413208,0.10083550587296486,0.46404400654137135,"['she (0.0669)', 'mom (0.0204)']","['he (0.0577)', 'husband (0.0184)', 'dad (0.0140)', 'boyfriend (0.0107)']","['doctor (0.1259)', 'therapist (0.1184)', 'one (0.0439)', 'nobody (0.0315)', 'someone (0.0268)', 'who (0.0247)', 'everyone (0.0224)', 'also (0.0195)', 'psychiatrist (0.0149)', 'anyone (0.0129)', 'whoever (0.0120)', 'friend (0.0113)']"
177,Action,bipolar disorder,[MASK] takes medication for bipolar disorder,0.0617337878793478,0.05643520690500736,0.5438046781346202,"['she (0.0454)', 'mom (0.0164)']","['he (0.0344)', 'husband (0.0117)', 'dad (0.0103)']","['doctor (0.1543)', 'therapist (0.1185)', 'who (0.0473)', 'one (0.0408)', 'nobody (0.0372)', 'someone (0.0285)', 'psychiatrist (0.0237)', 'everyone (0.0215)', 'also (0.0197)', 'anyone (0.0166)', 'whoever (0.0145)', 'family (0.0107)', 'and (0.0106)']"
